name,raw_name,specialty,norm_name,norm_specialty,source
"ד""ר דבאח מרואהמומחית ביילוד וגינקולוגיה",דבאח מרואהמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד מרואהמומחית באח,,IMA
"ד""ר דבאח מרואה",דבאח מרואה,,מרואה באח,,IMA
"ד""ר בר יפתח",בר יפתח,מומחה בכירורגיה אורתופדית,יפתח בר,בכירורגיה אורתופדית,IMA
"ד""ר בר יפתח",בר יפתח,,יפתח בר,,IMA
"ד""ר עסלי עולאמומחית ביילוד וגינקולוגיה",עסלי עולאמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד עולאמומחית עסלי,,IMA
"ד""ר עסלי עולא",עסלי עולא,,עולא עסלי,,IMA
"ד""ר רייפן אלהמומחית במחלות א.א.ג וכירורגיה של ראש וצוואר",רייפן אלהמומחית במחלות א.א.ג וכירורגיה של ראש וצוואר,,וצוואר ראש של וכירורגיה א.א.ג במחלות אלהמומחית רייפן,,IMA
"ד""ר רייפן אלה",רייפן אלה,,אלה רייפן,,IMA
"ד""ר ענבל- וולף עלויתמומחית במחלות עיניים",ענבל- וולף עלויתמומחית במחלות עיניים,,עיניים במחלות עלויתמומחית וולף ענבל-,,IMA
"ד""ר ענבל- וולף עלוית",ענבל- וולף עלוית,,עלוית וולף ענבל-,,IMA
"ד""ר שוורץ אנהמומחית בפסיכיאטריה",שוורץ אנהמומחית בפסיכיאטריה,,בפסיכיאטריה אנהמומחית שוורץ,,IMA
"ד""ר שוורץ אנה",שוורץ אנה,,אנה שוורץ,,IMA
"ד""ר קרינאוי מוחמד",קרינאוי מוחמד,מומחה בכירורגיה אורולוגית,מוחמד קרינאוי,בכירורגיה אורולוגית,IMA
"ד""ר קרינאוי מוחמד",קרינאוי מוחמד,,מוחמד קרינאוי,,IMA
פרופ פרן אסתרמומחית ברפואה פנימית,פרן אסתרמומחית ברפואה פנימית,,פנימית ברפואה אסתרמומחית פרן,,IMA
פרופ פרן אסתר,פרן אסתר,,אסתר פרן,,IMA
"ד""ר בראל אושרי",בראל אושרי,מומחה ביילוד וגינקולוגיה,אושרי בראל,ביילוד וגינקולוגיה,IMA
"ד""ר בראל אושרי",בראל אושרי,,אושרי בראל,,IMA
"ד""ר פיינברג אירינהמומחית ביילוד וגינקולוגיה",פיינברג אירינהמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד אירינהמומחית פיינברג,,IMA
"ד""ר פיינברג אירינה",פיינברג אירינה,,אירינה פיינברג,,IMA
"ד""ר סלע גל",סלע גל,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",גל סלע,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר נור יניב",נור יניב,מומחה בכירורגיה אורתופדית,יניב נור,בכירורגיה אורתופדית,IMA
"ד""ר נור יניב",נור יניב,,יניב נור,,IMA
"ד""ר אורקין בוריס",אורקין בוריס,"מומחה בכירורגית ילדים, מומחה בכירורגיה אורולוגית",בוריס אורקין,בכירורגית ילדים מומחה בכירורגיה אורולוגית,IMA
"ד""ר אורקין בוריס",אורקין בוריס,,בוריס אורקין,,IMA
פרופ פביאן עידו דידי,פביאן עידו דידי,מומחה במחלות עיניים,דידי עידו פביאן,במחלות עיניים,IMA
פרופ פביאן עידו דידי,פביאן עידו דידי,,דידי עידו פביאן,,IMA
"ד""ר סמארה הדילמומחית ברפואת משפחה",סמארה הדילמומחית ברפואת משפחה,,משפחה ברפואת הדילמומחית סמארה,,IMA
"ד""ר סמארה הדיל",סמארה הדיל,,הדיל סמארה,,IMA
"ד""ר עמרמי-ויצמן אבי",עמרמי-ויצמן אבי,מומחה בפסיכיאטריה,אבי עמרמי-ויצמן,בפסיכיאטריה,IMA
"ד""ר עמרמי-ויצמן אבי",עמרמי-ויצמן אבי,,אבי עמרמי-ויצמן,,IMA
"ד""ר לאסט פולק מרדכירפואת שיניים,","לאסט פולק מרדכירפואת שיניים,",,"שיניים, מרדכירפואת פולק לאסט",,IMA
"ד""ר לאסט פולק מרדכי",לאסט פולק מרדכי,,מרדכי פולק לאסט,,IMA
"ד""ר דאיה משה",דאיה משה,מומחה ברפואת משפחה,משה איה,ברפואת משפחה,IMA
"ד""ר דאיה משה",דאיה משה,,משה איה,,IMA
"ד""ר אבו הדואן אשרף",אבו הדואן אשרף,"מתמחה בטיפול נמרץ כללי, מומחה בכירורגיה של בית החזה",אשרף הדואן אבו,בטיפול נמרץ כללי מומחה בכירורגיה של בית החזה,IMA
"ד""ר אבו הדואן אשרף",אבו הדואן אשרף,,אשרף הדואן אבו,,IMA
פרופ מנקוטה דוד,מנקוטה דוד,מומחה ביילוד וגינקולוגיה,דוד מנקוטה,ביילוד וגינקולוגיה,IMA
פרופ מנקוטה דוד,מנקוטה דוד,,דוד מנקוטה,,IMA
"ד""ר גורן אליהו",גורן אליהו,מומחה בכירורגיה אורולוגית,אליהו גורן,בכירורגיה אורולוגית,IMA
"ד""ר גורן אליהו",גורן אליהו,,אליהו גורן,,IMA
"ד""ר סימקוביץ רוברט",סימקוביץ רוברט,מומחה במחלות עיניים,רוברט סימקוביץ,במחלות עיניים,IMA
"ד""ר סימקוביץ רוברט",סימקוביץ רוברט,,רוברט סימקוביץ,,IMA
"ד""ר עואודה מגדרפואת שיניים,","עואודה מגדרפואת שיניים,",,"שיניים, מגדרפואת עואודה",,IMA
"ד""ר עואודה מגד",עואודה מגד,,מגד עואודה,,IMA
"ד""ר עתאמנה פכרירפואת שיניים,","עתאמנה פכרירפואת שיניים,",,"שיניים, פכרירפואת עתאמנה",,IMA
"ד""ר עתאמנה פכרי",עתאמנה פכרי,,פכרי עתאמנה,,IMA
"ד""ר בטחיש ענאד",בטחיש ענאד,מומחה ברפואת משפחה,ענאד בטחיש,ברפואת משפחה,IMA
"ד""ר בטחיש ענאד",בטחיש ענאד,,ענאד בטחיש,,IMA
"ד""ר חבצלת גלעד",חבצלת גלעד,מומחה ברפואת ילדים,גלעד חבצלת,ברפואת ילדים,IMA
"ד""ר חבצלת גלעד",חבצלת גלעד,,גלעד חבצלת,,IMA
"ד""ר הומינר דוד",הומינר דוד,מומחה ברפואה פנימית,דוד הומינר,ברפואה פנימית,IMA
"ד""ר הומינר דוד",הומינר דוד,,דוד הומינר,,IMA
"ד""ר אבנרי- המבורגר אורלימומחית בהמטולוגיה, מומחית ברפואה פנימית","אבנרי- המבורגר אורלימומחית בהמטולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בהמטולוגיה, אורלימומחית המבורגר אבנרי-",,IMA
"ד""ר אבנרי- המבורגר אורלי",אבנרי- המבורגר אורלי,,אורלי המבורגר אבנרי-,,IMA
"ד""ר הנהרט יואל",הנהרט יואל,מומחה במחלות עיניים,יואל הנהרט,במחלות עיניים,IMA
"ד""ר הנהרט יואל",הנהרט יואל,,יואל הנהרט,,IMA
"ד""ר נאמן אורי",נאמן אורי,מומחה בכירורגיה כללית,אורי נאמן,בכירורגיה כללית,IMA
"ד""ר נאמן אורי",נאמן אורי,,אורי נאמן,,IMA
"ד""ר תראבין סלמאן",תראבין סלמאן,מומחה ברפואת משפחה,סלמאן תראבין,ברפואת משפחה,IMA
"ד""ר תראבין סלמאן",תראבין סלמאן,,סלמאן תראבין,,IMA
"ד""ר רייחינשטיין יפים",רייחינשטיין יפים,"מומחה ברפואה לשיכוך כאב, מומחה בהרדמה",יפים רייחינשטיין,ברפואה לשיכוך כאב מומחה בהרדמה,IMA
"ד""ר רייחינשטיין יפים",רייחינשטיין יפים,,יפים רייחינשטיין,,IMA
"ד""ר גבאי שגיתמומחית ברפואת משפחה",גבאי שגיתמומחית ברפואת משפחה,,משפחה ברפואת שגיתמומחית גבאי,,IMA
"ד""ר גבאי שגית",גבאי שגית,,שגית גבאי,,IMA
"ד""ר דשקובסקי-פלדגורן מריאנהמומחית ביילוד וגינקולוגיה",דשקובסקי-פלדגורן מריאנהמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד מריאנהמומחית שקובסקי-פלדגורן,,IMA
"ד""ר דשקובסקי-פלדגורן מריאנה",דשקובסקי-פלדגורן מריאנה,,מריאנה שקובסקי-פלדגורן,,IMA
"ד""ר מחאמיד עבד אלנאסר",מחאמיד עבד אלנאסר,"מומחה בגריאטריה, מומחה ברפואת משפחה",אלנאסר עבד מחאמיד,בגריאטריה מומחה ברפואת משפחה,IMA
"ד""ר מחאמיד עבד אלנאסר",מחאמיד עבד אלנאסר,,אלנאסר עבד מחאמיד,,IMA
"פרופ ליברמן דבורהמומחית בגריאטריה, מומחית ברפואה פנימית","ליברמן דבורהמומחית בגריאטריה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בגריאטריה, דבורהמומחית ליברמן",,IMA
פרופ ליברמן דבורה,ליברמן דבורה,,דבורה ליברמן,,IMA
"ד""ר כבהא דיאב",כבהא דיאב,מומחה ברפואת משפחה,דיאב כבהא,ברפואת משפחה,IMA
"ד""ר כבהא דיאב",כבהא דיאב,,דיאב כבהא,,IMA
"ד""ר ברילקה יבגנירפואת שיניים,","ברילקה יבגנירפואת שיניים,",,"שיניים, יבגנירפואת ברילקה",,IMA
"ד""ר ברילקה יבגני",ברילקה יבגני,,יבגני ברילקה,,IMA
"ד""ר עזרא-אליה מאיר",עזרא-אליה מאיר,מומחה ברפואת ילדים,מאיר עזרא-אליה,ברפואת ילדים,IMA
"ד""ר עזרא-אליה מאיר",עזרא-אליה מאיר,,מאיר עזרא-אליה,,IMA
"ד""ר ריבר ירון-משה",ריבר ירון-משה,"מומחה ברפואה לשיכוך כאב, מומחה בנוירולוגיה",ירון-משה ריבר,ברפואה לשיכוך כאב מומחה בנוירולוגיה,IMA
"ד""ר ריבר ירון-משה",ריבר ירון-משה,,ירון-משה ריבר,,IMA
"ד""ר חובב תבור",חובב תבור,מומחה בכירורגיה אורתופדית,תבור חובב,בכירורגיה אורתופדית,IMA
"ד""ר חובב תבור",חובב תבור,,תבור חובב,,IMA
פרופ מילר בנימין,מילר בנימין,מומחה במחלות עיניים,בנימין מילר,במחלות עיניים,IMA
פרופ מילר בנימין,מילר בנימין,,בנימין מילר,,IMA
"ד""ר קיעאן ווליד",קיעאן ווליד,מומחה באונקולוגיה,ווליד קיעאן,באונקולוגיה,IMA
"ד""ר קיעאן ווליד",קיעאן ווליד,,ווליד קיעאן,,IMA
פרופ פייר גיל,פייר גיל,"מומחה במינהל רפואי, מומחה ברפואה פנימית",גיל פייר,במינהל רפואי מומחה ברפואה פנימית,IMA
פרופ פייר גיל,פייר גיל,,גיל פייר,,IMA
"ד""ר גורדון שוורץ רונימומחית באנדוקרינולוגית ילדים, מומחית ברפואת ילדים","גורדון שוורץ רונימומחית באנדוקרינולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, באנדוקרינולוגית רונימומחית שוורץ גורדון",,IMA
"ד""ר גורדון שוורץ רוני",גורדון שוורץ רוני,,רוני שוורץ גורדון,,IMA
"ד""ר גרינברג גבריאל",גרינברג גבריאל,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",גבריאל גרינברג,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר גרינברג גבריאל",גרינברג גבריאל,,גבריאל גרינברג,,IMA
"ד""ר איטקין דינהמומחית בכירורגיה כללית",איטקין דינהמומחית בכירורגיה כללית,,כללית בכירורגיה דינהמומחית איטקין,,IMA
"ד""ר איטקין דינה",איטקין דינה,,דינה איטקין,,IMA
"ד""ר שור סשה-לואיס",שור סשה-לואיס,מומחה בכירורגיה אורתופדית,סשה-לואיס שור,בכירורגיה אורתופדית,IMA
"ד""ר שור סשה-לואיס",שור סשה-לואיס,,סשה-לואיס שור,,IMA
"ד""ר לוי יורקובסקי אילנהמומחית בהמטולוגיה, מומחית ברפואה פנימית","לוי יורקובסקי אילנהמומחית בהמטולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בהמטולוגיה, אילנהמומחית יורקובסקי לוי",,IMA
"ד""ר לוי יורקובסקי אילנה",לוי יורקובסקי אילנה,,אילנה יורקובסקי לוי,,IMA
"ד""ר גויכמן יעקב",גויכמן יעקב,מומחה בכירורגיה כללית,יעקב גויכמן,בכירורגיה כללית,IMA
"ד""ר גויכמן יעקב",גויכמן יעקב,,יעקב גויכמן,,IMA
"ד""ר מיצד קורש דפנהמומחית במחלות עיניים",מיצד קורש דפנהמומחית במחלות עיניים,,עיניים במחלות דפנהמומחית קורש מיצד,,IMA
"ד""ר מיצד קורש דפנה",מיצד קורש דפנה,,דפנה קורש מיצד,,IMA
פרופ שרר יניב,שרר יניב,"מומחה במינהל רפואי, מומחה ברפואה פנימית",יניב שרר,במינהל רפואי מומחה ברפואה פנימית,IMA
פרופ שרר יניב,שרר יניב,,יניב שרר,,IMA
