name,raw_name,specialty,norm_name,norm_specialty,source
"ד""ר קדרון דפנה",קדרון דפנה,,דפנה קדרון,,IMA
"ד""ר אבו עאבד סולימאן",אבו עאבד סולימאן,מומחה ברפואת משפחה,סולימאן עאבד אבו,ברפואת משפחה,IMA
"ד""ר אבו עאבד סולימאן",אבו עאבד סולימאן,,סולימאן עאבד אבו,,IMA
"ד""ר שפירר יצחק",שפירר יצחק,מומחה במחלות ריאה,יצחק שפירר,במחלות ריאה,IMA
"ד""ר שפירר יצחק",שפירר יצחק,,יצחק שפירר,,IMA
"ד""ר אל-בויראת עקאב",אל-בויראת עקאב,"מתמחה במחלות ריאה, מומחה ברפואה פנימית",עקאב אל-בויראת,במחלות ריאה מומחה ברפואה פנימית,IMA
"ד""ר אל-בויראת עקאב",אל-בויראת עקאב,,עקאב אל-בויראת,,IMA
"ד""ר ניסל אילן",ניסל אילן,מומחה בפסיכיאטריה,אילן ניסל,בפסיכיאטריה,IMA
"ד""ר ניסל אילן",ניסל אילן,,אילן ניסל,,IMA
"ד""ר גרובר נועהמומחית באנדוקרינולוגית ילדים, מומחית ברפואת ילדים","גרובר נועהמומחית באנדוקרינולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, באנדוקרינולוגית נועהמומחית גרובר",,IMA
"ד""ר גרובר נועה",גרובר נועה,,נועה גרובר,,IMA
"ד""ר רונן עפרי",רונן עפרי,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,עפרי רונן,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר רונן עפרי",רונן עפרי,,עפרי רונן,,IMA
"ד""ר אבו-בכר פאדי",אבו-בכר פאדי,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",פאדי אבו-בכר,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר אבו-בכר פאדי",אבו-בכר פאדי,,פאדי אבו-בכר,,IMA
"ד""ר נג'אר ראזי",נג'אר ראזי,מומחה ברדיולוגיה אבחנתית,ראזי נג'אר,ברדיולוגיה אבחנתית,IMA
"ד""ר נג'אר ראזי",נג'אר ראזי,,ראזי נג'אר,,IMA
"ד""ר שטרן נועהמומחית בגריאטריה, מומחית ברפואת משפחה","שטרן נועהמומחית בגריאטריה, מומחית ברפואת משפחה",,"משפחה ברפואת מומחית בגריאטריה, נועהמומחית שטרן",,IMA
"ד""ר שטרן נועה",שטרן נועה,,נועה שטרן,,IMA
"ד""ר פלד סימון אולגהמומחית במחלות זיהומיות, מומחית ברפואה פנימית","פלד סימון אולגהמומחית במחלות זיהומיות, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית זיהומיות, במחלות אולגהמומחית סימון פלד",,IMA
"ד""ר פלד סימון אולגה",פלד סימון אולגה,,אולגה סימון פלד,,IMA
"ד""ר דנילוב ונדיקטהמומחית בנוירולוגיה",דנילוב ונדיקטהמומחית בנוירולוגיה,,בנוירולוגיה ונדיקטהמומחית נילוב,,IMA
"ד""ר דנילוב ונדיקטה",דנילוב ונדיקטה,,ונדיקטה נילוב,,IMA
"ד""ר מקל מיכלמומחית במינהל רפואי, מומחית בכירורגיה כללית","מקל מיכלמומחית במינהל רפואי, מומחית בכירורגיה כללית",,"כללית בכירורגיה מומחית רפואי, במינהל מיכלמומחית מקל",,IMA
"ד""ר מקל מיכל",מקל מיכל,,מיכל מקל,,IMA
"ד""ר אגרנוב קורלנד יבגניהמומחית בפסיכיאטריה, מומחית ברפואה פיזיקלית ושיקום","אגרנוב קורלנד יבגניהמומחית בפסיכיאטריה, מומחית ברפואה פיזיקלית ושיקום",,"ושיקום פיזיקלית ברפואה מומחית בפסיכיאטריה, יבגניהמומחית קורלנד אגרנוב",,IMA
"ד""ר אגרנוב קורלנד יבגניה",אגרנוב קורלנד יבגניה,,יבגניה קורלנד אגרנוב,,IMA
"ד""ר בן אמתי ליטלמומחית בפסיכיאטריה",בן אמתי ליטלמומחית בפסיכיאטריה,,בפסיכיאטריה ליטלמומחית אמתי בן,,IMA
"ד""ר בן אמתי ליטל",בן אמתי ליטל,,ליטל אמתי בן,,IMA
"ד""ר חברון אילן",חברון אילן,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,אילן חברון,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר חברון אילן",חברון אילן,,אילן חברון,,IMA
"ד""ר סרור סאהר",סרור סאהר,מומחה ברדיולוגיה אבחנתית,סאהר סרור,ברדיולוגיה אבחנתית,IMA
"ד""ר סרור סאהר",סרור סאהר,,סאהר סרור,,IMA
"ד""ר ניר אשל אריה",ניר אשל אריה,"מתמחה בטיפול נמרץ ילדים, מומחה בהרדמה",אריה אשל ניר,בטיפול נמרץ ילדים מומחה בהרדמה,IMA
"ד""ר ניר אשל אריה",ניר אשל אריה,,אריה אשל ניר,,IMA
"ד""ר צור בועז-ישראל",צור בועז-ישראל,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",בועז-ישראל צור,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר צור בועז-ישראל",צור בועז-ישראל,,בועז-ישראל צור,,IMA
"ד""ר פיאדה עדימומחית ברפואת ילדים",פיאדה עדימומחית ברפואת ילדים,,ילדים ברפואת עדימומחית פיאדה,,IMA
"ד""ר פיאדה עדי",פיאדה עדי,,עדי פיאדה,,IMA
"ד""ר אברהם דוד",אברהם דוד,מומחה במחלות עור ומין,דוד אברהם,במחלות עור ומין,IMA
"ד""ר אברהם דוד",אברהם דוד,,דוד אברהם,,IMA
"ד""ר דכור בלסםמומחית באנדוקרינולוגיה, מומחית ברפואה פנימית","דכור בלסםמומחית באנדוקרינולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית באנדוקרינולוגיה, בלסםמומחית כור",,IMA
"ד""ר דכור בלסם",דכור בלסם,,בלסם כור,,IMA
"ד""ר גריפאת פארס",גריפאת פארס,"מומחה בגריאטריה, מומחה ברפואת משפחה",פארס גריפאת,בגריאטריה מומחה ברפואת משפחה,IMA
"ד""ר גריפאת פארס",גריפאת פארס,,פארס גריפאת,,IMA
"ד""ר אופיר מנחם",אופיר מנחם,"מומחה בפסיכיאטריה, מומחה בכירורגיה כללית",מנחם אופיר,בפסיכיאטריה מומחה בכירורגיה כללית,IMA
"ד""ר אופיר מנחם",אופיר מנחם,,מנחם אופיר,,IMA
"ד""ר ונונו דניאל",ונונו דניאל,מומחה ברפואת ילדים,דניאל ונונו,ברפואת ילדים,IMA
"ד""ר ונונו דניאל",ונונו דניאל,,דניאל ונונו,,IMA
"ד""ר מסינגר גבריאל",מסינגר גבריאל,מומחה בהרדמה,גבריאל מסינגר,בהרדמה,IMA
"ד""ר מסינגר גבריאל",מסינגר גבריאל,,גבריאל מסינגר,,IMA
"ד""ר שפונט יגאל",שפונט יגאל,מומחה בכירורגיה אורולוגית,יגאל שפונט,בכירורגיה אורולוגית,IMA
"ד""ר שפונט יגאל",שפונט יגאל,,יגאל שפונט,,IMA
"ד""ר ארקוביץ מרק סת",ארקוביץ מרק סת,"מומחה בכירורגיה כללית, מומחה בכירורגית ילדים",סת מרק ארקוביץ,בכירורגיה כללית מומחה בכירורגית ילדים,IMA
"ד""ר ארקוביץ מרק סת",ארקוביץ מרק סת,,סת מרק ארקוביץ,,IMA
"ד""ר קטאניק דבורהמומחית ברפואה משפטית",קטאניק דבורהמומחית ברפואה משפטית,,משפטית ברפואה דבורהמומחית קטאניק,,IMA
"ד""ר קטאניק דבורה",קטאניק דבורה,,דבורה קטאניק,,IMA
"ד""ר אלקיים אמיתי",אלקיים אמיתי,מומחה ברפואה פנימית,אמיתי אלקיים,ברפואה פנימית,IMA
"ד""ר אלקיים אמיתי",אלקיים אמיתי,,אמיתי אלקיים,,IMA
"ד""ר ורנר בן",ורנר בן,"מומחה באימונולוגיה ואלרגולוגיה, מומחה ברפואת ילדים",בן ורנר,באימונולוגיה ואלרגולוגיה מומחה ברפואת ילדים,IMA
"ד""ר ורנר בן",ורנר בן,,בן ורנר,,IMA
"ד""ר וינר ירון",וינר ירון,מומחה בכירורגיה כללית,ירון וינר,בכירורגיה כללית,IMA
"ד""ר וינר ירון",וינר ירון,,ירון וינר,,IMA
"ד""ר אביטל יניב",אביטל יניב,מומחה ברדיולוגיה אבחנתית,יניב אביטל,ברדיולוגיה אבחנתית,IMA
"ד""ר אביטל יניב",אביטל יניב,,יניב אביטל,,IMA
"ד""ר מיסקין חגיתמומחית בהמטו אונקולוגית ילדים, מומחית ברפואת ילדים","מיסקין חגיתמומחית בהמטו אונקולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, אונקולוגית בהמטו חגיתמומחית מיסקין",,IMA
"ד""ר מיסקין חגית",מיסקין חגית,,חגית מיסקין,,IMA
"ד""ר טאה לואי",טאה לואי,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",לואי טאה,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר טאה לואי",טאה לואי,,לואי טאה,,IMA
"ד""ר קויפמן צבי",קויפמן צבי,מומחה בכירורגיה כללית,צבי קויפמן,בכירורגיה כללית,IMA
"ד""ר קויפמן צבי",קויפמן צבי,,צבי קויפמן,,IMA
"ד""ר אולך יעקב",אולך יעקב,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",יעקב אולך,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר אולך יעקב",אולך יעקב,,יעקב אולך,,IMA
"ד""ר ליבני גילרמן יעלמומחית ברפואת משפחה",ליבני גילרמן יעלמומחית ברפואת משפחה,,משפחה ברפואת יעלמומחית גילרמן ליבני,,IMA
"ד""ר ליבני גילרמן יעל",ליבני גילרמן יעל,,יעל גילרמן ליבני,,IMA
"ד""ר כרמי אורן נגהמומחית במחלות זיהומיות, מומחית ברפואה פנימית","כרמי אורן נגהמומחית במחלות זיהומיות, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית זיהומיות, במחלות נגהמומחית אורן כרמי",,IMA
"ד""ר כרמי אורן נגה",כרמי אורן נגה,,נגה אורן כרמי,,IMA
"ד""ר מחאג'נה חוסיין",מחאג'נה חוסיין,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",חוסיין מחאג'נה,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר מחאג'נה חוסיין",מחאג'נה חוסיין,,חוסיין מחאג'נה,,IMA
פרופ בן-עמי עידו,בן-עמי עידו,מומחה ביילוד וגינקולוגיה,עידו בן-עמי,ביילוד וגינקולוגיה,IMA
פרופ בן-עמי עידו,בן-עמי עידו,,עידו בן-עמי,,IMA
"ד""ר לוי יעלמומחית באימונולוגיה ואלרגולוגיה, מומחית באימנולוגי - ואלרגו ילדים, מומחית ברפואת ילדים","לוי יעלמומחית באימונולוגיה ואלרגולוגיה, מומחית באימנולוגי - ואלרגו ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, ואלרגו - באימנולוגי מומחית ואלרגולוגיה, באימונולוגיה יעלמומחית לוי",,IMA
"ד""ר לוי יעל",לוי יעל,,יעל לוי,,IMA
"ד""ר גינסברג שירהמומחית בראומטולוגיה, מומחית ברפואה פנימית","גינסברג שירהמומחית בראומטולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בראומטולוגיה, שירהמומחית גינסברג",,IMA
"ד""ר גינסברג שירה",גינסברג שירה,,שירה גינסברג,,IMA
"ד""ר קרטאוי האלהמומחית בנוירולוגיה",קרטאוי האלהמומחית בנוירולוגיה,,בנוירולוגיה האלהמומחית קרטאוי,,IMA
"ד""ר קרטאוי האלה",קרטאוי האלה,,האלה קרטאוי,,IMA
פרופ און אמיר,און אמיר,"מומחה במחלות ריאה, מומחה ברפואה פנימית",אמיר און,במחלות ריאה מומחה ברפואה פנימית,IMA
פרופ און אמיר,און אמיר,,אמיר און,,IMA
"ד""ר סגל ערן",סגל ערן,"מומחה בטיפול נמרץ כללי, מומחה בהרדמה",ערן סגל,בטיפול נמרץ כללי מומחה בהרדמה,IMA
"ד""ר סגל ערן",סגל ערן,,ערן סגל,,IMA
"ד""ר אלעמי-סוזין מתן",אלעמי-סוזין מתן,"מומחה באנדוקרינולוגיה, מומחה ביילוד וגינקולוגיה",מתן אלעמי-סוזין,באנדוקרינולוגיה מומחה ביילוד וגינקולוגיה,IMA
"ד""ר אלעמי-סוזין מתן",אלעמי-סוזין מתן,,מתן אלעמי-סוזין,,IMA
"ד""ר טאהא סאלח",טאהא סאלח,"מומחה בגריאטריה, מומחה ברפואה פנימית",סאלח טאהא,בגריאטריה מומחה ברפואה פנימית,IMA
"ד""ר טאהא סאלח",טאהא סאלח,,סאלח טאהא,,IMA
"ד""ר בן-שלוש אביבהמומחית ברדיולוגיה אבחנתית",בן-שלוש אביבהמומחית ברדיולוגיה אבחנתית,,אבחנתית ברדיולוגיה אביבהמומחית בן-שלוש,,IMA
"ד""ר בן-שלוש אביבה",בן-שלוש אביבה,,אביבה בן-שלוש,,IMA
"ד""ר אלסייד אברהים",אלסייד אברהים,מומחה ברפואה פנימית,אברהים אלסייד,ברפואה פנימית,IMA
"ד""ר אלסייד אברהים",אלסייד אברהים,,אברהים אלסייד,,IMA
"ד""ר גורדין-קופילוב ליטלמומחית בקרדיולוגית ילדים, מומחית ברפואת ילדים","גורדין-קופילוב ליטלמומחית בקרדיולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, בקרדיולוגית ליטלמומחית גורדין-קופילוב",,IMA
"ד""ר גורדין-קופילוב ליטל",גורדין-קופילוב ליטל,,ליטל גורדין-קופילוב,,IMA
"ד""ר אבו-טיר חוסאם",אבו-טיר חוסאם,"מתמחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",חוסאם אבו-טיר,בכירורגיה של היד מומחה בכירורגיה אורתופדית,IMA
"ד""ר אבו-טיר חוסאם",אבו-טיר חוסאם,,חוסאם אבו-טיר,,IMA
"ד""ר סנטו שלימומחית בפסיכיאטריה",סנטו שלימומחית בפסיכיאטריה,,בפסיכיאטריה שלימומחית סנטו,,IMA
"ד""ר סנטו שלי",סנטו שלי,,שלי סנטו,,IMA
"ד""ר גל-אור ניר",גל-אור ניר,מומחה בכירורגיה פלסטית ואסתטית,ניר גל-אור,בכירורגיה פלסטית ואסתטית,IMA
"ד""ר גל-אור ניר",גל-אור ניר,,ניר גל-אור,,IMA
"ד""ר סומפולינסקי ישי",סומפולינסקי ישי,מומחה ביילוד וגינקולוגיה,ישי סומפולינסקי,ביילוד וגינקולוגיה,IMA
"ד""ר סומפולינסקי ישי",סומפולינסקי ישי,,ישי סומפולינסקי,,IMA
"ד""ר חייפץ מרק",חייפץ מרק,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",מרק חייפץ,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר חייפץ מרק",חייפץ מרק,,מרק חייפץ,,IMA
"ד""ר פבלוצקי פליקס",פבלוצקי פליקס,מומחה במחלות עור ומין,פליקס פבלוצקי,במחלות עור ומין,IMA
"ד""ר פבלוצקי פליקס",פבלוצקי פליקס,,פליקס פבלוצקי,,IMA
"ד""ר שוקחה יוסף",שוקחה יוסף,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",יוסף שוקחה,באנדוקרינולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שוקחה יוסף",שוקחה יוסף,,יוסף שוקחה,,IMA
"ד""ר זפרן אבישי",זפרן אבישי,"מתמחה ברפואה לשיכוך כאב, מומחה בכירורגיה אורתופדית",אבישי זפרן,ברפואה לשיכוך כאב מומחה בכירורגיה אורתופדית,IMA
"ד""ר זפרן אבישי",זפרן אבישי,,אבישי זפרן,,IMA
"ד""ר נבו נדב",נבו נדב,מומחה בכירורגיה כללית,נדב נבו,בכירורגיה כללית,IMA
"ד""ר נבו נדב",נבו נדב,,נדב נבו,,IMA
"ד""ר מתוקי עמיקם",מתוקי עמיקם,מומחה ברפואת משפחה,עמיקם מתוקי,ברפואת משפחה,IMA
"ד""ר מתוקי עמיקם",מתוקי עמיקם,,עמיקם מתוקי,,IMA
"ד""ר יגוב איגור",יגוב איגור,מומחה בכירורגיה כללית,איגור יגוב,בכירורגיה כללית,IMA
"ד""ר יגוב איגור",יגוב איגור,,איגור יגוב,,IMA
"ד""ר לסק מיכלמומחית בפסיכיאטריה של הילד ומתבגר, מומחית בפסיכיאטריה","לסק מיכלמומחית בפסיכיאטריה של הילד ומתבגר, מומחית בפסיכיאטריה",,"בפסיכיאטריה מומחית ומתבגר, הילד של בפסיכיאטריה מיכלמומחית לסק",,IMA
"ד""ר לסק מיכל",לסק מיכל,,מיכל לסק,,IMA
"ד""ר עבאס עטא",עבאס עטא,מומחה ברפואת משפחה,עטא עבאס,ברפואת משפחה,IMA
"ד""ר עבאס עטא",עבאס עטא,,עטא עבאס,,IMA
"ד""ר אברמטו ניר",אברמטו ניר,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,ניר אברמטו,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר אברמטו ניר",אברמטו ניר,,ניר אברמטו,,IMA
"ד""ר הירש אייל",הירש אייל,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",אייל הירש,בגסטרואנטרולוגיה מומחה ברפואה פנימית,IMA
"ד""ר הירש אייל",הירש אייל,,אייל הירש,,IMA
פרופ זוננבליק אמיר,זוננבליק אמיר,מומחה באונקולוגיה,אמיר זוננבליק,באונקולוגיה,IMA
פרופ זוננבליק אמיר,זוננבליק אמיר,,אמיר זוננבליק,,IMA
"ד""ר שקי-תמיר יעלמומחית ביילוד וגינקולוגיה",שקי-תמיר יעלמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד יעלמומחית שקי-תמיר,,IMA
"ד""ר שקי-תמיר יעל",שקי-תמיר יעל,,יעל שקי-תמיר,,IMA
"ד""ר גרייף אדוארד",גרייף אדוארד,מומחה בכירורגיה אורתופדית,אדוארד גרייף,בכירורגיה אורתופדית,IMA
"ד""ר גרייף אדוארד",גרייף אדוארד,,אדוארד גרייף,,IMA
"ד""ר לנגר פיוטר",לנגר פיוטר,מומחה בכירורגיה כללית,פיוטר לנגר,בכירורגיה כללית,IMA
"ד""ר לנגר פיוטר",לנגר פיוטר,,פיוטר לנגר,,IMA
"ד""ר וגנר עודד",וגנר עודד,מומחה ברפואת ילדים,עודד וגנר,ברפואת ילדים,IMA
"ד""ר וגנר עודד",וגנר עודד,,עודד וגנר,,IMA
"ד""ר ג'בארין אמל",ג'בארין אמל,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",אמל ג'בארין,בהמטולוגיה מומחה ברפואה פנימית,IMA
"ד""ר ג'בארין אמל",ג'בארין אמל,,אמל ג'בארין,,IMA
"ד""ר סברי-מפרע רובאמומחית ביילוד וגינקולוגיה",סברי-מפרע רובאמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד רובאמומחית סברי-מפרע,,IMA
"ד""ר סברי-מפרע רובא",סברי-מפרע רובא,,רובא סברי-מפרע,,IMA
"ד""ר גמל טהה",גמל טהה,מומחה ברפואת משפחה,טהה גמל,ברפואת משפחה,IMA
"ד""ר גמל טהה",גמל טהה,,טהה גמל,,IMA
"ד""ר וסטרייך גלמומחית בכירורגיה כללית",וסטרייך גלמומחית בכירורגיה כללית,,כללית בכירורגיה גלמומחית וסטרייך,,IMA
"ד""ר וסטרייך גל",וסטרייך גל,,גל וסטרייך,,IMA
פרופ דירוא ארי,דירוא ארי,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,ארי ירוא,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
פרופ דירוא ארי,דירוא ארי,,ארי ירוא,,IMA
פרופ כץ יצחק,כץ יצחק,"מומחה במחלות ריאה ילדים, מומחה באימונולוגיה ואלרגולוגיה, מומחה ברפואת ילדים",יצחק כץ,במחלות ריאה ילדים מומחה באימונולוגיה ואלרגולוגיה מומחה ברפואת ילדים,IMA
פרופ כץ יצחק,כץ יצחק,,יצחק כץ,,IMA
"ד""ר בן-אור אורלימומחית באימונולוגיה ואלרגולוגיה, מומחית ברפואת ילדים","בן-אור אורלימומחית באימונולוגיה ואלרגולוגיה, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ואלרגולוגיה, באימונולוגיה אורלימומחית בן-אור",,IMA
"ד""ר בן-אור אורלי",בן-אור אורלי,,אורלי בן-אור,,IMA
"ד""ר חזן אלאן",חזן אלאן,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,אלאן חזן,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
"ד""ר חזן אלאן",חזן אלאן,,אלאן חזן,,IMA
"ד""ר דויטש ליאתמומחית בגסטרואנטרולוגיה, מומחית ברפואה פנימית","דויטש ליאתמומחית בגסטרואנטרולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בגסטרואנטרולוגיה, ליאתמומחית ויטש",,IMA
"ד""ר דויטש ליאת",דויטש ליאת,,ליאת ויטש,,IMA
פרופ ניטצקי סמי,ניטצקי סמי,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",סמי ניטצקי,בכירורגית כלי-דם מומחה בכירורגיה כללית,IMA
פרופ ניטצקי סמי,ניטצקי סמי,,סמי ניטצקי,,IMA
"ד""ר מצאלחה אתייר",מצאלחה אתייר,מומחה במחלות עור ומין,אתייר מצאלחה,במחלות עור ומין,IMA
"ד""ר מצאלחה אתייר",מצאלחה אתייר,,אתייר מצאלחה,,IMA
פרופ וולפין גרשון,וולפין גרשון,מומחה בכירורגיה אורתופדית,גרשון וולפין,בכירורגיה אורתופדית,IMA
פרופ וולפין גרשון,וולפין גרשון,,גרשון וולפין,,IMA
"ד""ר קוסלובסקי יונתן",קוסלובסקי יונתן,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",יונתן קוסלובסקי,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר קוסלובסקי יונתן",קוסלובסקי יונתן,,יונתן קוסלובסקי,,IMA
"ד""ר שקלובסקי דמיטרי",שקלובסקי דמיטרי,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",דמיטרי שקלובסקי,באנדוקרינולוגיה מומחה ברפואה פנימית,IMA
"ד""ר שקלובסקי דמיטרי",שקלובסקי דמיטרי,,דמיטרי שקלובסקי,,IMA
"ד""ר צ'רמיסין וסילי",צ'רמיסין וסילי,מומחה בכירורגיה אורתופדית,וסילי צ'רמיסין,בכירורגיה אורתופדית,IMA
"ד""ר צ'רמיסין וסילי",צ'רמיסין וסילי,,וסילי צ'רמיסין,,IMA
"ד""ר שמריז עודד",שמריז עודד,"מומחה באימונולוגיה ואלרגולוגיה, מומחה ברפואת ילדים",עודד שמריז,באימונולוגיה ואלרגולוגיה מומחה ברפואת ילדים,IMA
"ד""ר שמריז עודד",שמריז עודד,,עודד שמריז,,IMA
פרופ יונגסטר אילן,יונגסטר אילן,"מומחה במחלות זיהומיות, מומחה בפרמקולוגיה קלינית, מומחה ברפואת ילדים",אילן יונגסטר,במחלות זיהומיות מומחה בפרמקולוגיה קלינית מומחה ברפואת ילדים,IMA
פרופ יונגסטר אילן,יונגסטר אילן,,אילן יונגסטר,,IMA
"ד""ר ורדימון דוד",ורדימון דוד,מומחה ביילוד וגינקולוגיה,דוד ורדימון,ביילוד וגינקולוגיה,IMA
"ד""ר ורדימון דוד",ורדימון דוד,,דוד ורדימון,,IMA
"ד""ר לוין אולגהמומחית בפתולוגיה אבחנתית",לוין אולגהמומחית בפתולוגיה אבחנתית,,אבחנתית בפתולוגיה אולגהמומחית לוין,,IMA
"ד""ר לוין אולגה",לוין אולגה,,אולגה לוין,,IMA
"ד""ר אילוז רועי",אילוז רועי,מומחה ביילוד וגינקולוגיה,רועי אילוז,ביילוד וגינקולוגיה,IMA
"ד""ר אילוז רועי",אילוז רועי,,רועי אילוז,,IMA
"ד""ר מר יעקב",מר יעקב,מומחה בנוירולוגיה,יעקב,בנוירולוגיה,IMA
"ד""ר מר יעקב",מר יעקב,,יעקב,,IMA
"ד""ר וינשטיין דפנהמומחית בכירורגיה כללית",וינשטיין דפנהמומחית בכירורגיה כללית,,כללית בכירורגיה דפנהמומחית וינשטיין,,IMA
"ד""ר וינשטיין דפנה",וינשטיין דפנה,,דפנה וינשטיין,,IMA
"ד""ר יוסילביץ פרידהמומחית בגסטרואנטרולוגיה, מומחית ברפואה פנימית","יוסילביץ פרידהמומחית בגסטרואנטרולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בגסטרואנטרולוגיה, פרידהמומחית יוסילביץ",,IMA
"ד""ר יוסילביץ פרידה",יוסילביץ פרידה,,פרידה יוסילביץ,,IMA
"ד""ר זידאן אדהם",זידאן אדהם,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",אדהם זידאן,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר זידאן אדהם",זידאן אדהם,,אדהם זידאן,,IMA
"ד""ר אמון ופיק",אמון ופיק,מומחה ברפואה פנימית,ופיק אמון,ברפואה פנימית,IMA
"ד""ר אמון ופיק",אמון ופיק,,ופיק אמון,,IMA
"ד""ר גורביץ' ניקולאי",גורביץ' ניקולאי,מומחה בכירורגיה כללית,ניקולאי גורביץ',בכירורגיה כללית,IMA
"ד""ר גורביץ' ניקולאי",גורביץ' ניקולאי,,ניקולאי גורביץ',,IMA
"ד""ר מלכיאל אבישי",מלכיאל אבישי,מומחה ביילוד וגינקולוגיה,אבישי מלכיאל,ביילוד וגינקולוגיה,IMA
"ד""ר מלכיאל אבישי",מלכיאל אבישי,,אבישי מלכיאל,,IMA
"ד""ר ברגר יניב",ברגר יניב,מומחה בכירורגיה כללית,יניב ברגר,בכירורגיה כללית,IMA
"ד""ר ברגר יניב",ברגר יניב,,יניב ברגר,,IMA
"ד""ר גולני גיא",גולני גיא,מומחה בכירורגיה כללית,גיא גולני,בכירורגיה כללית,IMA
"ד""ר גולני גיא",גולני גיא,,גיא גולני,,IMA
"ד""ר מאייר גיל",מאייר גיל,מומחה בכירורגיה אורולוגית,גיל מאייר,בכירורגיה אורולוגית,IMA
"ד""ר מאייר גיל",מאייר גיל,,גיל מאייר,,IMA
"ד""ר אזרק יוסף",אזרק יוסף,מומחה ברדיולוגיה אבחנתית,יוסף אזרק,ברדיולוגיה אבחנתית,IMA
"ד""ר אזרק יוסף",אזרק יוסף,,יוסף אזרק,,IMA
פרופ תלמי יואב,תלמי יואב,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,יואב תלמי,במחלות א.א.ג וכירורגיה של ראש וצוואר,IMA
פרופ תלמי יואב,תלמי יואב,,יואב תלמי,,IMA
"ד""ר אבו שקארה סימון",אבו שקארה סימון,"מומחה במחלות ריאה, מומחה ברפואה פנימית",סימון שקארה אבו,במחלות ריאה מומחה ברפואה פנימית,IMA
"ד""ר אבו שקארה סימון",אבו שקארה סימון,,סימון שקארה אבו,,IMA
"ד""ר פרימן טלמומחית ברדיולוגיה אבחנתית",פרימן טלמומחית ברדיולוגיה אבחנתית,,אבחנתית ברדיולוגיה טלמומחית פרימן,,IMA
"ד""ר פרימן טל",פרימן טל,,טל פרימן,,IMA
"ד""ר מוגילבצבה אילונהמומחית במחלות עיניים",מוגילבצבה אילונהמומחית במחלות עיניים,,עיניים במחלות אילונהמומחית מוגילבצבה,,IMA
"ד""ר מוגילבצבה אילונה",מוגילבצבה אילונה,,אילונה מוגילבצבה,,IMA
פרופ סודרי מיכאל,סודרי מיכאל,מומחה בכירורגיה אורתופדית,מיכאל סודרי,בכירורגיה אורתופדית,IMA
