moh_name,ima_name,norm_name,moh_specialty,ima_specialty,confidence,name_match,specialty_match,moh_idx,ima_idx
טל יוסף,טל יוסף,יוסף טל,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,15109,1712
מולד יאיר,מולד יאיר,יאיר מולד,רפואה פנימית,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",1.0,True,False,15144,6
ברוך משה,ברוך משה,משה ברוך,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,15155,3977
מלצר אהוד,מלצר אהוד,אהוד מלצר,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,15157,866
רומנו שבתאי,רומנו שבתאי,שבתאי רומנו,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15187,280
הירש עמי,הירש עמי,עמי הירש,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15194,924
זלוטוגורסקי אברהם,זלוטוגורסקי אברהם,אברהם זלוטוגורסקי,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,15206,382
מירון יורם,מירון יורם,יורם מירון,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15209,5642
עזרא יוסף,עזרא יוסף,יוסף עזרא,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15215,128
חביב דוד,חביב דוד,דוד חביב,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15217,4410
פרסמן אשר,פרסמן אשר,אשר פרסמן,כירורגית ילדים,מומחה בכירורגית ילדים,1.0,True,False,15233,342
דגן מיכאל,דגן מיכאל,מיכאל דגן,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15260,4304
טל אליעזר,טל אליעזר,אליעזר טל,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15264,642
פרח רימונד,פרח רימונד,רימונד פרח,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,15295,1612
כסיף יגאל,כסיף יגאל,יגאל כסיף,כירורגיה של בית החזה,מומחה בכירורגיה של בית החזה,1.0,True,False,15333,24
גרון נסים,גרון נסים,נסים גרון,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,15337,1758
כהנא יובל,כהנא יובל,יובל כהנא,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,15429,2034
נבו יורם,נבו יורם,יורם נבו,נוירולוגיית ילדים,"מומחה בנוירו ילדים והתפתחות הילד, מומחה בנוירולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,15436,801
לוי יחזקאל,לוי יחזקאל,יחזקאל לוי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15441,4684
אטלס אילן,אטלס אילן,אילן אטלס,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15471,304
ברוך יהודה,ברוך יהודה,יהודה ברוך,פסיכיאטריה,"מומחה במינהל רפואי, מומחה בפסיכיאטריה",1.0,True,False,15484,4382
שנאכר עלי,שנאכר עלי,עלי שנאכר,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,15507,5899
הלוי ארי,הלוי ארי,ארי הלוי,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,15523,5846
עוז יובל,עוז יובל,יובל עוז,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15532,2876
בינדר יובל,בינדר יובל,יובל בינדר,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,15580,4706
גלעדי יורם,גלעדי יורם,יורם גלעדי,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15606,148
מנסור בשארה,מנסור בשארה,בשארה מנסור,כירורגית ילדים,"מומחה בכירורגית ילדים, מומחה בכירורגיה כללית",1.0,True,True,15623,1702
גולדנפלד מרדכי,גולדנפלד מרדכי,מרדכי גולדנפלד,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15675,2814
וגנר עודד,וגנר עודד,עודד וגנר,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,15712,3318
האוזר רון,האוזר רון,רון האוזר,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15720,2960
מוזס יורם,מוזס יורם,יורם מוזס,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,15727,4338
קול שחר,קול שחר,שחר קול,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15741,674
סרור נאסר,סרור נאסר,נאסר סרור,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,15742,1598
עילם אורון,עילם אורון,אורון עילם,רפואה פנימית,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",1.0,True,False,15773,4696
עוזיאל יוסף,עוזיאל יוסף,יוסף עוזיאל,רפואת ילדים,"מומחה בראומטולוגיה, מומחה ברפואת ילדים",1.0,True,False,15776,872
אפשטיין אמנון,אפשטיין אמנון,אמנון אפשטיין,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,15780,1556
לוי אילן,לוי אילן,אילן לוי,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,15832,3476
רוזנברג רון,רוזנברג רון,רון רוזנברג,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,15840,3765
ספורי גסאן,ספורי גסאן,גסאן ספורי,רפואה פנימית,"מתמחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,15854,388
חרץ דרור,חרץ דרור,דרור חרץ,רפואה פנימית,"מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,15865,1427
גור איתן,גור איתן,איתן גור,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,15901,888
ארנון רון,ארנון רון,רון ארנון,רפואה פנימית,"מומחה ברפואה פנימית, מומחה בגסטרואנטרולוגיה",1.0,True,False,15904,5216
שקד גד,שקד גד,גד שקד,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,15905,5606
דולברג שאול,דולברג שאול,שאול דולברג,רפואת ילדים,"מומחה בנאונטולוגיה, מומחה ברפואת ילדים",1.0,True,False,15942,2790
קעואר באסם,קעואר באסם,באסם קעואר,כירורגית ילדים,מומחה בכירורגית ילדים,1.0,True,False,15960,5508
דלאל אילן,דלאל אילן,אילן דלאל,אימונולוגיה קלינית ילדים,"מומחה באימנולוגי - ואלרגו ילדים, מומחה ברפואת ילדים",1.0,True,False,15965,3556
עסאף ויקטור,עסאף ויקטור,ויקטור עסאף,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,16014,692
אבן רז,אבן רז,רז אבן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,True,16038,4993
גרוסמן צחי,גרוסמן צחי,צחי גרוסמן,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,16097,2589
רנד נחשון,רנד נחשון,נחשון רנד,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,16119,218
להב דרור,להב דרור,דרור להב,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16125,1988
רמדאן עאמר,רמדאן עאמר,עאמר רמדאן,רפואת ילדים,"מומחה בגנטיקה רפואית, מומחה ברפואת ילדים",1.0,True,False,16138,5516
יובל יפת,יובל יפת,יפת יובל,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16161,690
נסינג מאיר,נסינג מאיר,מאיר נסינג,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,16167,4662
אשכנזי יצחק,אשכנזי יצחק,יצחק אשכנזי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,16223,5668
לוי יצחק,לוי יצחק,יצחק לוי,רפואה פנימית,"מומחה במחלות זיהומיות, מומחה ברפואה פנימית",1.0,True,False,16249,898
גורן תמיר,גורן תמיר,תמיר גורן,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16256,4320
גייסט מיכאל,גייסט מיכאל,מיכאל גייסט,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,16285,536
מור יורם,מור יורם,יורם מור,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,True,16311,2981
אריש אריה,אריש אריה,אריה אריש,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,16315,374
וינדר אשר,וינדר אשר,אשר וינדר,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,16324,644
בנדט משה,בנדט משה,משה בנדט,רפואת ילדים,"מומחה במחלות זיהומיות, מומחה ברפואת ילדים",1.0,True,False,16337,2098
מעוז ערן,מעוז ערן,ערן מעוז,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,16339,3140
גדנסקי אפרים,גדנסקי אפרים,אפרים גדנסקי,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16385,1809
אורן אברהם,אורן אברהם,אברהם אורן,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,16421,2130
דוידוביץ מיכאל,דוידוביץ מיכאל,מיכאל דוידוביץ,רפואת ילדים,"מומחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",1.0,True,False,16446,1714
ורסנו דוד,ורסנו דוד,דוד ורסנו,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,16458,1236
יולביץ אלון,יולביץ אלון,אלון יולביץ,כירורגית ילדים,מומחה בכירורגית ילדים,1.0,True,False,16483,2503
אלקלעי מנחם,אלקלעי מנחם,מנחם אלקלעי,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16532,1314
לוי עפר,לוי עפר,עפר לוי,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,16533,306
עמיר אהרן,עמיר אהרן,אהרן עמיר,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,16544,5670
מגדל עמיאל,מגדל עמיאל,עמיאל מגדל,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,16558,5222
אמיר חגי,אמיר חגי,חגי אמיר,כירורגיה אורתופדית,"מומחה ברפואה פיזיקלית ושיקום, מומחה בכירורגיה אורתופדית",1.0,True,False,16588,4975
קליין מוטי,קליין מוטי,מוטי קליין,רפואה פנימית,"מומחה בטיפול נמרץ כללי, מומחה ברפואה פנימית",1.0,True,False,16651,2964
פולס ליאון,פולס ליאון,ליאון פולס,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,16658,110
ברק עדיאל,ברק עדיאל,עדיאל ברק,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,16688,2188
קליין צבי,קליין צבי,צבי קליין,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16689,4890
בטינו שלמה,בטינו שלמה,שלמה בטינו,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,16690,4458
