moh_name,ima_name,norm_name,moh_specialty,ima_specialty,confidence,name_match,specialty_match,moh_idx,ima_idx
פורת שי,פורת שי,שי פורת,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,10800,3614
גנאים יאסר,גנאים יאסר,יאסר גנאים,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,10810,1833
עבדי אורי,עבדי אורי,אורי עבדי,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,10818,4652
מאייר גיל,מאייר גיל,גיל מאייר,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,10823,3378
מלכיאל אבישי,מלכיאל אבישי,אבישי מלכיאל,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,10824,3372
שילר עופר,שילר עופר,עופר שילר,רפואת ילדים,"מומחה בקרדיולוגית ילדים, מומחה בטיפול נמרץ ילדים, מומחה ברפואת ילדים",1.0,True,False,10859,216
עדן יאיר,עדן יאיר,יאיר עדן,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,10862,3034
בייט שאול,בייט שאול,שאול בייט,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,10926,1120
בשארה זוהייר,בשארה זוהייר,זוהייר בשארה,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,10994,1357
רייס ארי,רייס ארי,ארי רייס,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,11005,78
הלר אייל,הלר אייל,אייל הלר,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11037,4896
גור אורי,גור אורי,אורי גור,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,11079,4518
עמאשה מחמוד,עמאשה מחמוד,מחמוד עמאשה,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11088,823
מולנר רון,מולנר רון,רון מולנר,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,11097,2766
אנגל יצחק,אנגל יצחק,יצחק אנגל,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11108,1853
בינרט רועי,בינרט רועי,רועי בינרט,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,11118,3024
הולנד רונן,הולנד רונן,רונן הולנד,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,11120,170
ליבל צפריר,ליבל צפריר,צפריר ליבל,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,11163,2738
רוביו אורי,רוביו אורי,אורי רוביו,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,11166,506
גרונוביץ יואב,גרונוביץ יואב,יואב גרונוביץ,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,11171,314
עריאן עלי,עריאן עלי,עלי עריאן,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,11198,1640
בוגנר עדו,בוגנר עדו,עדו בוגנר,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,11229,2784
ברקוביץ ירון,ברקוביץ ירון,ירון ברקוביץ,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11271,3062
גולני גיא,גולני גיא,גיא גולני,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,11279,3376
יוסף משה,יוסף משה,משה יוסף,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,11316,3426
טלמון גיל,טלמון גיל,גיל טלמון,רפואת ילדים,"מומחה בנאונטולוגיה, מומחה ברפואת ילדים",1.0,True,False,11321,4205
רבאח בלאל,רבאח בלאל,בלאל רבאח,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,11327,2722
שניר נמרוד,שניר נמרוד,נמרוד שניר,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11375,2810
יהלום גלעד,יהלום גלעד,גלעד יהלום,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,11401,2868
הופמן יואב,הופמן יואב,יואב הופמן,טיפול נמרץ ילדים,"מומחה בטיפול נמרץ ילדים, מומחה ברפואת ילדים",1.0,True,False,11402,4854
פוטסמן ישראל,פוטסמן ישראל,ישראל פוטסמן,רפואה פנימית,"מומחה במחלות זיהומיות, מומחה ברפואה פנימית",1.0,True,False,11457,1222
רסקין איל,רסקין איל,איל רסקין,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,11482,428
חן גילעד משה,חן גילעד משה,משה גילעד חן,רפואת ילדים,"מומחה ברפואה דחופה, מומחה ברפואת ילדים",1.0,True,False,11497,2336
שחורי רון,שחורי רון,רון שחורי,רפואה פנימית,"מומחה ברפואה פנימית, מומחה בגריאטריה",1.0,True,False,11507,4937
אמון ופיק,אמון ופיק,ופיק אמון,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,11517,3368
הראל רן,הראל רן,רן הראל,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,11539,274
שטהל שלום,שטהל שלום,שלום שטהל,כירורגיה של היד,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,11584,1186
אורי אופיר,אורי אופיר,אופיר אורי,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11598,1459
מר יעקב,מר יעקב,יעקב,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,11624,3360
הימן שמואל נעם,הימן שמואל  נעם,נעם שמואל הימן,רפואה פנימית,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,11630,130
אבני יצחק,אבני יצחק,יצחק אבני,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,11632,1234
עאבד עלי,עאבד עלי,עלי עאבד,רפואה פנימית,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",1.0,True,False,11658,2716
אורון אמיר,אורון אמיר,אמיר אורון,כירורגיה של היד,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,11668,894
מהרשק ניצן,מהרשק ניצן,ניצן מהרשק,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,11707,701
ליברמן נפתלי,ליברמן נפתלי,נפתלי ליברמן,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,11715,2904
פרבר נמרוד,פרבר נמרוד,נמרוד פרבר,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,11756,46
רייך אהוד,רייך אהוד,אהוד רייך,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,11775,168
הוד יאיר,הוד יאיר,יאיר הוד,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,11793,4003
נובל מיכאל,נובל מיכאל,מיכאל נובל,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,11795,2060
פאליק ישי,פאליק ישי,ישי פאליק,מחלות עיניים,"מומחה במינהל רפואי, מומחה במחלות עיניים",1.0,True,False,11818,1670
שרר יניב,שרר יניב,יניב שרר,רפואה פנימית,"מומחה במינהל רפואי, מומחה ברפואה פנימית",1.0,True,False,11824,5182
גולן דניאל,גולן דניאל,דניאל גולן,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,11890,4494
שפירר אברהם,שפירר אברהם,אברהם שפירר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,11905,2956
גיזר בני,גיזר בני,בני גיזר,כירורגית ילדים,"מומחה בכירורגית ילדים, מומחה בכירורגיה כללית",1.0,True,False,11937,2430
ברוכין אוהד,ברוכין אוהד,אוהד ברוכין,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,11949,3797
אבן-אור אהוד,אבן-אור אהוד,אהוד אבן-אור,רפואת ילדים,"מומחה בהמטו אונקולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,11964,5327
פאהום פיראס,פאהום פיראס,פיראס פאהום,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,11998,74
טיסונה אריאל,טיסונה אריאל,אריאל טיסונה,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,12008,781
בר-הלפרן אשר,בר-הלפרן אשר,אשר בר-הלפרן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,12029,232
גאעוני טארק,גאעוני טארק,טארק גאעוני,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12039,1946
מחאמיד אחמד,מחאמיד אחמד,אחמד מחאמיד,כירורגיה אורתופדית,מומחה בכירורגיה כללית,1.0,True,False,12082,2678
שרייאר אילן,שרייאר אילן,אילן שרייאר,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,12170,1767
מצליח ינון,מצליח ינון,ינון מצליח,רפואת ילדים,"מתמחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",1.0,True,False,12181,2210
דגן צחי,דגן צחי,צחי דגן,רפואת ילדים,"מומחה בפרמקולוגיה קלינית, מומחה ברפואת ילדים",1.0,True,False,12231,5014
אזרחי דוד,אזרחי דוד,דוד אזרחי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12240,5732
דבאח איהאב,דבאח איהאב,איהאב דבאח,רפואה פנימית,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,12244,4107
אשכנזי אריה,אשכנזי אריה,אריה אשכנזי,נוירולוגיית ילדים,"מומחה בנוירולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,12267,5624
גבריאלי רפאל,גבריאלי רפאל,רפאל גבריאלי,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,12277,4071
סעדי טארק,סעדי טארק,טארק סעדי,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,12295,910
הסניס ארז,הסניס ארז,ארז הסניס,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,12298,4139
חדאד אליאס,חדאד אליאס,אליאס חדאד,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,12302,2938
גרייב נביל,גרייב נביל,נביל גרייב,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,12379,3078
מוסא מערוף,מוסא מערוף,מערוף מוסא,רפואה פנימית,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,12397,3066
סנדובסקי אברהם,סנדובסקי אברהם,אברהם סנדובסקי,רפואה פנימית,"מתמחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,12407,4436
אברמוביץ יגאל,אברמוביץ יגאל,יגאל אברמוביץ,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,12416,4852
חוסייני אשרף,חוסייני אשרף,אשרף חוסייני,רפואה פנימית,"מומחה ברפואה פנימית, מומחה בגריאטריה",1.0,True,False,12441,4318
מויסייב אלעד,מויסייב אלעד,אלעד מויסייב,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12471,4566
לביב יוסף,לביב יוסף,יוסף לביב,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,12494,3046
וולף עומר,וולף עומר,עומר וולף,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,12505,3651
קוינט רותם,קוינט רותם,רותם קוינט,רפואה פנימית,"מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,12515,4141
לוי עידן,לוי עידן,עידן לוי,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,12584,3931
אבו טיר מאמון,אבו טיר מאמון,מאמון טיר אבו,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,12586,1355
אוליבן רון,אוליבן רון,רון אוליבן,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,12607,719
אדלר אלדד,אדלר אלדד,אלדד אדלר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12634,3729
הרשקוביץ יהודה,הרשקוביץ יהודה,יהודה הרשקוביץ,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,12637,1334
הוכמן אלדר,הוכמן אלדר,אלדר הוכמן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,12639,2120
נאסר עורואה,נאסר עורואה,עורואה נאסר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12643,1330
דותן אסף,דותן אסף,אסף דותן,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12653,5840
גיל תמיר,גיל תמיר,תמיר גיל,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,12664,3026
שלבי ראפע,שלבי ראפע,ראפע שלבי,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,12667,302
פז מורן,פז מורן,מורן פז,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,12682,1044
סעד אליאס,סעד אליאס,אליאס סעד,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,12700,1875
ג'דעון ג'ים,ג'דעון ג'ים,ג'ים ג'דעון,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,12709,4526
אריאלי יזהר,אריאלי יזהר,יזהר אריאלי,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,12766,1174
עבאסי ענאן,עבאסי ענאן,ענאן עבאסי,מחלות עיניים,"מומחה במינהל רפואי, מומחה במחלות עיניים",1.0,True,False,12782,5065
קסטנבאום מאיר,קסטנבאום מאיר,מאיר קסטנבאום,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,12789,3777
חביב מנהל,חביב מנהל,מנהל חביב,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,12808,3642
ג'ראח ראמי,ג'ראח ראמי,ראמי ג'ראח,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12812,4941
הלר שניר,הלר שניר,שניר הלר,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,12883,2934
הרשקוביץ עודד,הרשקוביץ עודד,עודד הרשקוביץ,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,12906,3653
חדייר אמיר,חדייר אמיר,אמיר חדייר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,12942,4616
ג'בארה שאדי,ג'בארה שאדי,שאדי ג'בארה,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,12964,3917
שגב ליאור,שגב ליאור,ליאור שגב,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,13022,470
רפפורט דניאל,רפפורט דניאל,דניאל רפפורט,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,13087,805
דופש סאמח,דופש סאמח,סאמח דופש,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,13105,3755
כץ יאיר,כץ יאיר,יאיר כץ,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,13140,3845
ליברמן עומר,ליברמן עומר,עומר ליברמן,פסיכיאטריה של הילד והמתבגר,"מומחה בפסיכיאטריה של הילד ומתבגר, מומחה ברפואת משפחה",1.0,True,False,13147,2462
חורב אמיר,חורב אמיר,אמיר חורב,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,13148,52
נגר רן,נגר רן,רן נגר,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,True,13151,835
זילברשטיין אריאל,זילברשטיין אריאל,אריאל זילברשטיין,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,13152,2
טאה לואי,טאה לואי,לואי טאה,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,13160,3246
ראובני חיים,ראובני חיים,חיים ראובני,רפואת ילדים,"מומחה במינהל רפואי, מומחה ברפואת ילדים",1.0,True,False,13173,4298
ולדן רפאל,ולדן רפאל,רפאל ולדן,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,13200,3945
כהן נתן,כהן נתן,נתן כהן,רפואת ילדים,"מומחה בנוירו ילדים והתפתחות הילד, מומחה במינהל רפואי, מומחה ברפואת ילדים",1.0,True,False,13243,2328
שרוני אשר,שרוני אשר,אשר שרוני,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,13253,5335
עצמון יעקב,עצמון יעקב,יעקב עצמון,רפואה פנימית,"מומחה בפרמקולוגיה קלינית, מומחה ברפואה פנימית",1.0,True,False,13278,5690
זמישלני צבי,זמישלני צבי,צבי זמישלני,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,13306,1288
צמח דוד,צמח דוד,דוד צמח,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,13330,5079
כהן אילן,כהן אילן,אילן כהן,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,13388,2902
גוטליב שמואל,גוטליב שמואל,שמואל גוטליב,קרדיולוגיה,מומחה בקרדיולוגיה,1.0,True,False,13412,2228
מנס אהרון,מנס אהרון,אהרון מנס,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,13425,2816
שגיא עמירם,שגיא עמירם,עמירם שגיא,כירורגיה של היד,"מומחה בכירורגיה של היד, מומחה בכירורגיה פלסטית ואסתטית",1.0,True,False,13519,3630
ניר ישי,ניר ישי,ישי ניר,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,13548,5359
זהבי אלון,זהבי אלון,אלון זהבי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,13549,1300
שפירא קלין,שפירא קלין,קלין שפירא,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,13552,2114
שנהב צבי,שנהב צבי,צבי שנהב,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,13556,948
פרח ניקולא,פרח ניקולא,ניקולא פרח,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,13598,1292
מנשס צבי,מנשס צבי,צבי מנשס,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,13611,4286
גביש אלכס,גביש אלכס,אלכס גביש,קרדיולוגיה,מומחה בקרדיולוגיה,1.0,True,False,13710,4310
גרוסמן אהוד,גרוסמן אהוד,אהוד גרוסמן,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,13726,958
לייטרסדורף ערן,לייטרסדורף ערן,ערן לייטרסדורף,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,13747,22
פרח ג'וזיף,פרח ג'וזיף,ג'וזיף פרח,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,13803,5371
ברקמן פנחס,ברקמן פנחס,פנחס ברקמן,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,13805,1367
מושקוביץ בעז,מושקוביץ בעז,בעז מושקוביץ,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,13820,266
אוברלנדר שלום,אוברלנדר שלום,שלום אוברלנדר,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,13870,3682
ברטוב אלישע,ברטוב אלישע,אלישע ברטוב,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,13883,2587
ורדימון דוד,ורדימון דוד,דוד ורדימון,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,13913,3354
צברי אבינועם,צברי אבינועם,אבינועם צברי,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,13922,1560
שאהין ראדי,שאהין ראדי,ראדי שאהין,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,13933,2758
מזרחי סולי,מזרחי סולי,סולי מזרחי,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,13961,1564
כץ גיורא,כץ גיורא,גיורא כץ,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,13969,682
כץ עמוס,כץ עמוס,עמוס כץ,קרדיולוגיה,מומחה בקרדיולוגיה,1.0,True,False,13987,793
און אבי,און אבי,אבי און,רפואת ילדים,"מומחה בגסטרואנטרולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,13996,2950
ידין שלמה,ידין שלמה,שלמה ידין,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,14042,2826
ליפיץ שלמה,ליפיץ שלמה,שלמה ליפיץ,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,14052,488
חבצלת גלעד,חבצלת גלעד,גלעד חבצלת,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,14060,5130
קרון שמואל,קרון שמואל,שמואל קרון,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,14092,5462
רוזנר מרדכי,רוזנר מרדכי,מרדכי רוזנר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,14134,1278
שופמן אמי נחמיה,שופמן אמי נחמיה,נחמיה אמי שופמן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,14219,1801
שפירא עמוס,שפירא עמוס,עמוס שפירא,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,14254,3883
רייכר מאיר,רייכר מאיר,מאיר רייכר,קרדיולוגיה,מומחה בקרדיולוגיה,1.0,True,False,14265,1072
רותם משה,רותם משה,משה רותם,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,14266,783
פורת שמשון,פורת שמשון,שמשון פורת,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,14282,3915
גוטרמן אליהו,גוטרמן אליהו,אליהו גוטרמן,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,14286,2928
מאירוביץ יוסף,מאירוביץ יוסף,יוסף מאירוביץ,רפואת ילדים,"מומחה באנדוקרינולוגית ילדים, מומחה באנדוקרינולוגיה, מומחה ברפואת ילדים",1.0,True,False,14308,1066
פלד נתן,פלד נתן,נתן פלד,רפואת ילדים,"מומחה ברדיולוגיה אבחנתית, מומחה ברפואת ילדים",1.0,True,False,14364,4332
הומינר דוד,הומינר דוד,דוד הומינר,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,14406,5132
פרידמן ראובן,פרידמן ראובן,ראובן פרידמן,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,14407,5343
פז יוסף,פז יוסף,יוסף פז,כירורגיה של בית החזה,מומחה בכירורגיה של בית החזה,1.0,True,False,14418,146
הלפרן זמיר,הלפרן זמיר,זמיר הלפרן,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,14428,5329
פובזנר אלדד,פובזנר אלדד,אלדד פובזנר,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,14435,86
סלעי משה,סלעי משה,משה סלעי,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,14437,3710
לביא יעקב,לביא יעקב,יעקב לביא,כירורגיה של בית החזה,מומחה בכירורגיה של בית החזה,1.0,True,False,14442,472
אלעמי אמיר,אלעמי אמיר,אמיר אלעמי,כירורגיה של בית החזה,מומחה בכירורגיה של בית החזה,1.0,True,False,14481,202
מן אברהם,מן אברהם,אברהם מן,רפואה פנימית,"מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,14485,510
זיסמן יצחק,זיסמן יצחק,יצחק זיסמן,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,14511,192
כהן אבשלום,כהן אבשלום,אבשלום כהן,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,14545,4817
בן יהודה יורם,בן יהודה יורם,יורם יהודה בן,רפואת ילדים,"מומחה ברפואה דחופה, מומחה ברפואת ילדים",1.0,True,False,14580,773
כץ אליהו,כץ אליהו,אליהו כץ,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,14586,803
גרניט גדעון,גרניט גדעון,גדעון גרניט,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,14587,434
מנדלברג אביגדור,מנדלברג אביגדור,אביגדור מנדלברג,רפואת ילדים,"מומחה במחלות ריאה ילדים, מומחה במחלות ריאה, מומחה ברפואת ילדים",1.0,True,False,14594,4189
לנג ירון,לנג ירון,ירון לנג,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,14620,1664
ניר עמירם,ניר עמירם,עמירם ניר,קרדיולוגיה ילדים,"מומחה בקרדיולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,14639,3114
שפק דוד,שפק דוד,דוד שפק,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,14645,4384
חכים מרואן,חכים מרואן,מרואן חכים,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,14648,2954
אלמוג יהושע,אלמוג יהושע,יהושע אלמוג,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,14668,2178
זיו אילן,זיו אילן,אילן זיו,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,14701,4228
שכטר מיכאל,שכטר מיכאל,מיכאל שכטר,קרדיולוגיה,מומחה בקרדיולוגיה,1.0,True,False,14702,66
ג'ראיסי נביל,ג'ראיסי נביל,נביל ג'ראיסי,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,14710,992
הרמן יששכר,הרמן יששכר,יששכר הרמן,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,14727,3895
וינר ירון,וינר ירון,ירון וינר,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,14835,3240
יצחקי אבי,יצחקי אבי,אבי יצחקי,רפואה פנימית,"מומחה במחלות זיהומיות, מומחה ברפואה פנימית",1.0,True,False,14851,432
נחמה חיים,נחמה חיים,חיים נחמה,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,14889,4284
הרפז דוד,הרפז דוד,דוד הרפז,קרדיולוגיה,מומחה בקרדיולוגיה,1.0,True,False,14900,204
שטיין מיכאל,שטיין מיכאל,מיכאל שטיין,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,14901,2282
רתם מנחם,רתם מנחם,מנחם רתם,רפואת ילדים,"מומחה באימנולוגי - ואלרגו ילדים, מומחה באימונולוגיה ואלרגולוגיה, מומחה ברפואת ילדים",1.0,True,False,14918,2774
כהן צבי,כהן צבי,צבי כהן,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,14958,1144
אבינר שרגא,אבינר שרגא,שרגא אבינר,רפואת ילדים,"מומחה בהמטו אונקולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,15014,5498
לוריה יואב,לוריה יואב,יואב לוריה,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,15019,4888
סרטני גיל,סרטני גיל,גיל סרטני,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15026,426
ליבסטר רונן,ליבסטר רונן,רונן ליבסטר,רפואה פנימית,"מומחה ברפואה דחופה, מומחה ברפואה פנימית",1.0,True,False,15092,4048
אסיה אהוד,אסיה אהוד,אהוד אסיה,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,15098,664
